code,funding,fundpop,fundeq,fundpov,fundter,pop,popurb,cases,shp2,dep,mun,area,party,trfpop,dens,infpop,quintile,grp,agr
0114,931299,582821.401425463,182919.8454961832,154479.77616916178,11077.97843540111,25344,74,349,196,San Salvador,Santo Tomás,24.32,ARENA,36.74633049242424,1.0421052631578949,13.770517676767676,4,3,2
0115,835804.94,498144.769983222,182919.8454961832,140838.1932642572,13902.140947715541,19428,63.7,138,195,San Salvador,Santiago Texacuangos,30.52,ARENA,43.02063722462425,0.6365661861074706,7.103150092649783,4,2,3
0116,788300.1,412241.92951051,182919.8454961832,135976.4877833646,57161.835672635105,14551,46.2,47,184,San Salvador,El Paisnal,125.49,FMLN,54.17497766476531,0.11595346242728505,3.230018555425744,4,2,3
0117,948341.3500000001,574112.2282838239,182919.8454961832,162316.1200554005,28993.1544207763,22906,62.1,123,185,San Salvador,Guazapa,63.65,PCN,41.40143848773248,0.35987431264728986,5.369772112110365,4,2,3
0118,936651.62,647005.66671579,182919.8454961832,102895.2808444911,3830.8303594458603,34710,100,575,181,San Salvador,Ayutuxtepeque,8.41,ARENA,26.985065399020456,4.127229488703923,16.565831172572743,4,1,1
0119,621628.1799999999,314229.809997258,182919.8454961832,106608.9047229329,17869.62481582178,11377,44.4,71,191,San Salvador,Rosario de Mora,39.23,FMLN,54.63902434736749,0.29000764720876887,6.240660982684363,3,2,3
0201,1993460.67,716604.2856752949,182919.8454961832,911710.121514586,182226.4087986108,245421,83.3,3947,223,Santa Ana,Santa Ana,400.05,ARENA,8.122616524258316,0.6134758155230596,16.08256832137429,5,1,1
0202,1606158.51,880808.130415188,182919.8454961832,466925.347074525,75505.1906518129,74038,64.4,828,213,Santa Ana,Chalchuapa,165.76,ARENA,21.693704719198248,0.44665781853281855,11.183446338366783,5,3,2
0203,2009031.06,1017994.529480902,182919.8454961832,503672.629820472,304444.05882749497,59004,32.8,435,220,Santa Ana,Metapán,668.36,PCN,34.04906548708562,0.08828176431863068,7.372381533455359,5,2,3
0204,1534105.27,908233.1861271961,182919.8454961832,385170.915787836,57781.3235785621,36768,36.3,125,214,Santa Ana,Coatepeque,126.85,ARENA,41.72392488033072,0.28985415845486795,3.3996953872932982,5,2,3
0205,931350.04,551001.007138852,182919.8454961832,155781.9906090808,41647.1953227271,24219,60.3,119,215,Santa Ana,El Congo,91.43,GANA,38.45534662867996,0.2648911735754129,4.913497667120855,4,2,3
0206,975891.72,554638.877226487,182919.8454961832,156810.51524414972,81522.46714982469,17923,17.4,79,226,Santa Ana,Texistepeque,178.97,PCN,54.4491279361714,0.1001452757445382,4.4077442392456625,4,2,3
0207,1010643.33,596489.763360702,182919.8454961832,189723.17356635228,41510.541814066804,22686,35.9,112,212,Santa Ana,Candelaria de la Frontera,91.13,ARENA,44.54920788151283,0.24894107319214312,4.936965529401393,4,2,3
0208,622484.28,324080.269244821,182919.8454961832,96207.01856070309,19277.14895502365,5196,27.6,5,225,Santa Ana,Santiago de la Frontera,44.22,ARENA,119.80066974595843,0.1175033921302578,0.962278675904542,3,4,4
0209,481778.77,210086.6253316444,182919.8454961832,71276.195494686,17496.10122548342,18566,94.2,218,222,Santa Ana,San Sebastián Salitrillo,42.32,ARENA,25.94951901325003,0.43870510396975426,11.741893784336959,2,3,2
0210,493312.22,223809.3399385941,182919.8454961832,66440.42441635809,20142.611176539358,4930,8.7,20,224,Santa Ana,Santa Rosa Guachipilín,38.41,ARENA,100.06333062880324,0.12835199166883626,4.056795131845842,2,4,4
0211,482291.92,212396.38887934881,182919.8454961832,63052.34914789611,23923.33824947642,8232,11.2,43,216,Santa Ana,El Porvenir,52.52,PCN,58.58745383867833,0.15674028941355672,5.22351797862002,2,2,3
0212,408395.69,139706.755466298,182919.8454961832,53323.1838744299,32445.9090729285,3393,14.7,8,219,Santa Ana,Masahuat,71.23,PCN,120.36418803418803,0.0476344236978801,2.357795461243737,2,4,4
0213,370278.08,130501.6704452995,182919.8454961832,33206.528217936604,23650.03123215567,3279,39.6,10,221,Santa Ana,San Antonio Pajonal,51.92,FMLN,112.92408661177188,0.06315485362095531,3.0497102775236353,1,4,4
0301,2203863.45,649165.97791629,182919.8454961832,1101214.341237058,270563.292913633,218410,72.4,6582,175,San Miguel,San Miguel,593.98,FMLN-CD,10.090487843963189,0.36770598336644333,30.135982784671032,5,1,1
0302,962241.39,564533.502394815,182919.8454961832,179558.96776096622,35229.0725326448,22311,27.9,277,161,San Miguel,Chinameca,77.34,ARENA,43.1285639370714,0.2884794414274631,12.415400475101968,4,3,2
0303,871795.32,503036.03043718496,182919.8454961832,165924.582745663,19914.85532877207,18363,41.5,151,165,San Miguel,El Tránsito,43.72,ARENA,47.47564776997223,0.42001372369624884,8.223057234656647,4,2,3
0304,1173773.63,673989.143220149,182919.8454961832,285830.795250557,31033.8328167713,24817,34.8,281,163,San Miguel,Ciudad Barrios,68.13,ARENA,47.297160414232174,0.3642595038896228,11.32288350727324,5,3,2
